,mal_id,title,title_romanji,filler,recap,MAL_score,MAL_poll_votes,IMDb_score,IMDb_total_votes,r/dbz_rewatch_week,r/dbz_karma_score,r/dbz_upvote_ratio,r/dbz_num_comments
229,230,The Long Awaited Fight,Mattero Babidi!! Yabou wa Yurusanai ,False,False,4.8,34,7.7,1226,,,,
230,231,Magic Ball of Buu,Toketa Fuuin! Deruzo Kyouaku Majin Buu!! ,False,False,4.8,39,7.8,1230,,,,
231,232,Buu is Hatched!,Fukkatsu Sasenai!! Teikou no Kamehameha ,False,False,4.6,34,7.5,1213,,,,
232,233,The Losses Begin,Zetsubou e Itchokusen!? Nageki no Kaioushin ,False,False,4.7,31,7.5,1215,,,,
233,234,The Terror of Majin Buu,Majin Osorubeshi!! Gohan ni Semaru Shi no Kyoufu ,False,False,4.6,28,7.5,1217,,,,
234,235,Meal Time,Tabechau zo!! Harapeko Majin no Chounouryoku ,False,False,4.6,36,7.6,1231,,,,
235,236,The Warrior's Decision,Senshi no Ketsui!! Majin wa Ore ga Shimatsu-suru ,False,False,4.9,28,7.7,1223,,,,
236,237,Final Atonement,Ai Suru Mono no Tame ni... Vegeta Chiru!! ,False,False,4.9,59,8.7,1404,,,,
237,238,Evil Lives On,Akumu Futatabi! Ikiteita Majin Buu ,False,False,4.7,31,7.3,1230,,,,
238,239,Find the Dragon Balls,Videl-tachi no Funtou! Sagase Dragon Ball ,False,False,4.6,29,7.1,1228,,,,
239,240,Revival,Dekkai Kibou!! Chibitachi no Shin Hissatsu Waza ,False,False,4.6,31,6.9,1238,,,,
240,241,Global Announcement,Goten Trunks Zensekai ni Shimei Tehai ,False,False,4.6,26,7.1,1219,,,,
241,242,Learn to Fuse,Gohan Fukkatsu!! Kaioushin no Himitsu Heiki!? ,False,False,4.6,31,7.1,1227,,,,
242,243,The Z Sword,Nuketaa!! Densetsu no Z Soudo ,False,False,4.7,26,7.0,1235,,,,
243,244,Race to Capsule Corp.,Nerawareta Nishi no Miyako! Tomare Majin Buu!! ,False,False,4.7,28,7.2,1219,,,,
244,245,Super Saiyan 3?!,Atto Odoroku Daihenshin!! Super Saiyajin 3 ,False,False,4.8,49,7.7,1222,,,,
245,246,Buu's Mutiny,Bye Bye Babidi!! Majin Buu Hangyaku ,False,False,4.7,39,7.6,1222,,,,
246,247,The Fusion Dance,Mecha Kakko Warui!? Tokkun Henshin Pose ,False,False,4.7,30,6.9,1237,,,,
247,248,Goku's Time is Up,Jaa na Minna!! Gokuu Ano Yo ni Kaeru ,False,False,4.7,35,7.2,1229,,,,
248,249,Return to Other World,Gohan wa Doko da!? Kaioushinkai no Mou Tokkun ,False,False,4.7,32,7.2,1217,,,,
249,250,Out From the Broken Sword,Uso daro!? Z Soudo ga Orechatta ,False,False,4.8,33,7.1,1208,,,,
250,251,Gotenks is Born,Gattai Choujin Tanjou!! Sono Na wa Gotenks ,False,False,4.7,28,6.9,1217,,,,
251,252,Unlikely Friendship,Saishuu Heiki Shidou!? Satan wa Chikyuu wo Sukuu ,False,False,4.3,30,7.3,1220,,,,
252,253,I Kill No More,Korosu no Yameta!! Majin Buu Yoi Ko Sengen ,False,False,4.6,36,7.5,1225,,,,
253,254,The Evil That Men Do,Nigero Satan!! Ikari no Majin Buu Shutsugen ,False,False,4.8,30,7.6,1227,,,,
254,255,Buu Against Buu,Dotchi ga Katsu no!? Zenaku Buu-Buu Taiketsu ,False,False,4.6,32,7.7,1229,,,,
255,256,Empty Planet,Matta nashi no Hakyoku!! Chikyuu Jinrui Zetsumetsu ,False,False,4.5,26,7.3,1223,,,,
256,257,Time Struggle,Tokkun Seikou!! Kore de Owari da Majin Buu ,False,False,4.8,28,7.0,1224,,,,
257,258,Super Moves of Gotenks,Honki de Iku ze!! Super Gotenks Zenkai ,False,False,3.9,35,6.9,1230,,,,
258,259,Trapped in Forever,Yatta ze!! Obake de Seikou Buu Taiji!? ,False,False,4.0,33,7.0,1225,,,,
259,260,Feeding Frenzy,Ijigen kara no Dasshutsu!! Super Gotenks 3 ,False,False,4.3,30,7.0,1226,,,,
260,261,Gotenks is Awesome,Norisugi!? Boo-Boo Volleyball ,False,False,4.4,32,6.8,1240,,,,
261,262,Unlucky Break,Masa ni Great!! Shinsei Gohan Chikyuu e ,False,False,4.5,31,7.1,1238,,,,
262,263,A Whole New Gohan,Buu wo Attou!! Gohan no Mirakuru Power ,False,False,4.7,29,7.3,1232,,,,
263,264,Search for Survivors,Yatta ka!? Majin Buu Daibakuhatsu ,False,False,4.7,31,7.3,1229,,,,
264,265,Majin Buu Transforms,Buu Saiaku no Hansoku!! Gotenkusu Kyuushuu!? ,False,False,4.8,32,7.1,1226,,,,
265,266,The Old Kai's Weapon,Zenuchuu no Tame ni... Yomigaere Son Gokuu ,False,False,4.8,29,7.4,1226,,,,
266,267,Ready to Fuse?,Kiseki wa Ichido... Naru ka Gohan to no Chougattai ,False,False,4.7,30,7.3,1231,,,,
267,268,Union of Rivals,Gattai!! Vegeta no Hokori to Gokuu no Ikari ,False,False,4.7,32,6.9,1232,,,,
268,269,Meet Vegito,Souzetsu Power!! Kyuukyoku wo Koeru Vegetto ,False,False,4.7,37,6.9,1243,,,,
269,270,Rip in the Universe,Jigen ni Kiretsu!! Buu ga Kirechatta!? ,False,False,4.4,36,7.0,1237,,,,
270,271,Vegito...Downsized,Buu no Oku no Te!! Amedama ni Natchae ,False,False,4.5,31,6.6,1248,,,,
271,272,The Incredible Fighting Candy,Hero Soushitsu!? Kyuushuusareta Vegito ,False,False,4.6,32,6.6,1249,,,,
272,273,The Innards of Buu,Ma no Meikyuu!! Buu no Onaka ni Nani ga Aru!? ,False,False,4.2,27,6.6,1235,,,,
273,274,Mind Trap,Akumu ka Maboroshi ka!? Gokuu to Gohan no Oyako Taiketsu ,True,False,4.3,26,6.6,1231,,,,
274,275,Deadly Vision,Majin no Himitsu!! Buu no Naka ni Futari no Buu ,False,False,4.6,25,6.9,1234,,,,
275,276,Evil Kid Buu!,Deguchi wa Doko Da!? Kuzureru Buu kara Dasshutsu ,False,False,4.3,30,6.9,1233,,,,
276,277,End of Earth,Chikyuu Shoumetsu!! Buu Jaaku e no Gyakuhenshin ,False,False,4.5,34,7.6,1219,,,,
277,278,True Saiyans Fight Alone,Buu Raishuu!! Kaioushinkai de Ketchaku da ,False,False,4.6,32,7.3,1229,,,,
278,279,Battle for the Universe Begins,Mirai wo Tsukame!! Uchuu wo Kaketa Daikessen ,False,False,4.8,28,7.5,1236,,,,
279,280,Vegeta's Respect,Vegeta Datsubou!! Gokuu Omae ga No.1 da ,False,False,4.7,37,8.0,1232,,,,
280,281,Minute of Desperation,Taenuke Vegeta!! Inochigake no Ippunkan ,False,False,4.7,28,7.7,1225,,,,
281,282,Old Buu Emerges,Satan wo Ijimeru na!! Ganso Buu Fukkatsu ,False,False,4.7,25,7.5,1221,,,,
282,283,Earth Reborn,Vegeta no Hisaku!! Porunga to Futatsu no Negai ,False,False,4.6,27,7.6,1224,,,,
283,284,Call to Action,Saigo no Kibou!! Tsukuru ze Dekkai Genkidama ,False,False,4.5,33,7.7,1229,,,,
284,285,People of Earth Unite,Chou Kangeki!! Dekita ze Minna no Genkidama ,False,False,4.4,33,7.9,1233,,,,
285,286,Spirit Bomb Triumphant,Yappari Saikyou Son Gokuu!! Majin Buu Shoumetsu ,False,False,4.8,47,8.0,1231,,,,
286,287,Celebrations with Majin Buu,Modotta Heiwa!! Seigi no Mikata Majin Buu!? ,False,False,4.8,39,7.4,1227,,,,
287,288,He's Always Late,Osoi ze Gokuu! Minna de Party!! ,True,False,4.5,37,7.1,1228,,,,
288,289,Granddaughter Pan,Gokuu Ojii-chan! Watashi ga Pan yo!! ,False,False,4.6,38,6.9,1217,,,,
289,290,Buu's Reincarnation,Oira wa Oob! Ima Jussai de Moto Majin!? ,False,False,4.6,34,6.8,1216,,,,
290,291,Goku's Next Journey,Motto Tsuyoku!! Gokuu no Yume wa Chou Dekkee ,False,False,4.4,236,6.8,1228,,,,
