,mal_id,url,title,title_japanese,title_romanji,aired,score,filler,recap,forum_url,poll_votes
85,86,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/86,The End of Vegeta,無念…！！誇り高きサイヤ人・ベジータ死す,Munen...!! Hokori Takaki Saiyajin Vegeta Shisu ,1991-04-17T00:00:00+00:00,4.7,False,False,https://myanimelist.net/forum/?topicid=356559,61
86,87,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/87,The Ultimate Battle,超決戦の幕開けだ！！おめえだけはオラが倒す,Chou Kessen no Makuake da!! Omeedake wa Ora ga Taosu ,1991-04-24T00:00:00+00:00,4.3,False,False,https://myanimelist.net/forum/?topicid=356561,48
87,88,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/88,Clash of the Super Powers,激突の２大超パワー！本気同士の肉弾戦！！！,Gekitotsu no Ni Dai Chou Power! Honki Doushi no Nikudan Sen!!! ,1991-05-01T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=356567,45
88,89,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/89,Frieza's Boast,フリーザ恐怖の宣言！手を使わずお前を倒す,Freeza Kyoufu no Sengen! Te wo Tsukawazu Omae wo Taosu ,1991-05-08T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=356569,44
89,90,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/90,Bold and Fearless,ハッタリじゃねえぞ！！大胆素敵な奴・孫悟空,Hattari ja nee zo!! Daitan Suteki na Yatsu: Son Gokuu ,1991-05-15T00:00:00+00:00,4.3,False,False,https://myanimelist.net/forum/?topicid=356585,49
90,91,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/91,Embodiment of Fire,決着だ！！炎の化身２０倍界王拳のカメハメ波,Ketchaku da!! Honou no Keshin Nijuubai Kaiouken no Kamehameha ,1991-05-22T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=356885,45
91,92,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/92,Trump Card,超特大の元気玉これが最後の切り札だ！！,Chou Tokudai no Genki Dama Kore ga Saikyou no Kirifuda da!! ,1991-05-29T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=356913,40
92,93,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/93,Keep the Chance Alive!!,チャンスを生かせ！！ピッコロ捨身の援護射撃,Chansu wo Ikase!! Pikkolo Sutemi no Engo Shageki ,1991-06-05T00:00:00+00:00,4.3,False,False,https://myanimelist.net/forum/?topicid=356937,39
93,94,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/94,Power of the Spirit,元気玉の超破壊力！！生き残ったのは誰だ！？,Genki Dama no Chou Hakairyoku!! Ikinokotta no wa Dare da!? ,1991-06-12T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=357277,45
94,95,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/95,Transformed at Last,ついに変身！！伝説の超サイヤ人・孫悟空,Tsui ni Henshin!! Densetsu no Super Saiyajin Son Gokuu ,1991-06-19T00:00:00+00:00,4.7,False,False,https://myanimelist.net/forum/?topicid=167588,92
95,96,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/96,Explosion of Anger,怒り爆発！！悟空よ、みんなの仇を討ってくれ,"Ikari Bakuhatsu!! Gokuu yo, Minna no Kataki wo Uttekure ",1991-06-26T00:00:00+00:00,4.7,False,False,https://myanimelist.net/forum/?topicid=358035,52
96,97,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/97,Namek's Destruction?,ナメック星消滅か！？大地を貫く魔の閃光,Nameksei Shoumetsu ka!? Daichi wo Tsuranuku Ma no Senkou ,1991-07-03T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=358049,46
97,98,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/98,A Final Attack,勝つのはオレだ…生き残りをかけた最終攻撃,Katsu no wa Ore Da... Ikinokori wo Kaketa Saishuu Kougeki ,1991-07-10T00:00:00+00:00,4.3,False,False,https://myanimelist.net/forum/?topicid=358061,45
98,99,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/99,Approaching Destruction,神龍よ宇宙を走れ！！迫るナメック星消滅の時,Shen Long yo Uchuu wo Hashire!! Semaru Nameksei Shoumetsu no Toki ,1991-07-17T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=358065,42
99,100,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/100,Gohan Returns,ボクは孫悟空の息子だ！！悟飯、再び決戦場へ,"Boku wa Son Gokuu no Musuko da!! Gohan, Futatabi Kessenjou e ",1991-07-24T00:00:00+00:00,4.5,True,False,https://myanimelist.net/forum/?topicid=358073,55
100,101,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/101,The Last Wish,オレはこの星に残る！！勝利への最後の願い,Ore wa Kono Hoshi ni Nokoru!! Shouri e no Saigo no Negai ,1991-07-31T00:00:00+00:00,4.7,False,False,https://myanimelist.net/forum/?topicid=358075,48
101,102,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/102,Duel on a Vanishing Planet,ととことんやろうぜ！！消えゆく星に残った二人,Tokoton Yarouze!! Kieyuku Hoshi ni Nokotta Futari ,1991-08-07T00:00:00+00:00,4.3,True,False,https://myanimelist.net/forum/?topicid=358081,42
102,103,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/103,Pathos of Frieza,哀れフリーザ！震えだしたら止まらない！！,Aware Freeza! Furue Dashitara Tomaranai!! ,1991-08-14T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=358083,44
103,104,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/104,Frieza Defeated!!,悟空の勝利宣言だ！！フリーザが自滅する時…,Gokuu no Shouri Sengen da!! Freeza ga Jimetsu Suru Toki... ,1991-08-21T00:00:00+00:00,4.7,False,False,https://myanimelist.net/forum/?topicid=358111,46
104,105,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/105,Mighty Blast of Rage,フリーザ敗れる！！すべての怒りをこめた一撃,Freeza Yabureru!! Subete no Ikari wo Kometa Ichigeki ,1991-08-28T00:00:00+00:00,4.2,False,False,https://myanimelist.net/forum/?topicid=358403,48
105,106,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/106,Namek's Explosion... Goku's End?,ナメック星大爆発！！宇宙に消えた悟空,Nameksei Dai Bakuhatsu!! Uchuu ni Kieta Gokuu ,1991-09-04T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=358407,52
106,107,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/107,Goku's Alive!!,生きていた孫悟空Ｚ戦士が全員復活だ！！,Ikiteita Son Gokuu Z Senshi ga Zenin Fukkatsu da!! ,1991-09-11T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=241548,61
107,108,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/108,The Heavens Tremble,天界が大変だ！！ガーリックＪｒが神になる！？,Tenkai ga Taihen da!! Garlic Jr ga Kami ni Naru!? ,1991-09-18T00:00:00+00:00,3.9,True,False,https://myanimelist.net/forum/?topicid=32825,44
108,109,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/109,Black Fog of Terror,恐怖の黒い霧…！！みんな魔族になっちゃった,Kyoufu no Kuroi Kiri...!! Minna Mazoku ni Natchatta ,1991-09-25T00:00:00+00:00,4.0,True,False,https://myanimelist.net/forum/?topicid=537780,40
109,110,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/110,Battle in Kami's Lookout,天界が戦場だ！！ピッコロが魔族に逆戻り…,Tenkai ga Senjou da!! Pikkoro ga Mazoku ni Gyaku Modori... ,1991-10-02T00:00:00+00:00,3.5,True,False,https://myanimelist.net/forum/?topicid=542988,41
110,111,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/111,Fight with Piccolo,ピッコロと直接対決！！天界に怒りの魔せん光,Pikkolo to Kyokusetsu Taiketsu!! Tenkai ni Ikari no Masenko ,1991-10-09T00:00:00+00:00,3.7,True,False,https://myanimelist.net/forum/?topicid=599905,40
111,112,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/112,Call for Restoration,みんなの心を取り戻せ！！神殿に眠る超神水,Minna no Kokoro wo Torimodose!! Shinden ni Nemuru Chou Shinsui ,1991-10-16T00:00:00+00:00,3.7,True,False,https://myanimelist.net/forum/?topicid=599913,39
112,113,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/113,Suicidal Course,朝まで待てない！！神様の覚悟をきめた決死行,Asa made Matenai!! Kamisama no Kakugo wo Kimeta Kesshikou ,1991-10-23T00:00:00+00:00,3.7,True,False,https://myanimelist.net/forum/?topicid=599921,36
113,114,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/114,Extreme Measures,超過激に勝負だ！！掟やぶりの神様,Chou Kageki ni Shoubu da!! Okite Yaburi no Kamisama ,1991-10-30T00:00:00+00:00,3.7,True,False,https://myanimelist.net/forum/?topicid=599937,35
114,115,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/115,The World Awakens,効いたぜ超神水！！世界が悪夢からさめた,Kiita ze Chou Shinsui!! Sekai ga Akumu kara Sameta ,1991-11-06T00:00:00+00:00,3.7,True,False,https://myanimelist.net/forum/?topicid=600019,37
115,116,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/116,Brief Chance for Victory,悟飯に一瞬の勝機！！あの魔凶星を撃て…,Gohan ni Isshun no Shouki!! Ano Makyousei wo Ute... ,1991-11-13T00:00:00+00:00,3.9,True,False,https://myanimelist.net/forum/?topicid=600033,39
116,117,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/117,Krillin's Proposal,クリリン１０１回目のプロポーズ,Otoko da nee...Kuririn Hyakuikkaime no Proposal ,1991-11-20T00:00:00+00:00,4.2,True,False,https://myanimelist.net/forum/?topicid=600037,45
117,118,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/118,Frieza's Counterattack,あれが地球だよパパ…フリーザ親子の逆襲,Are ga Chikyuu dayo Papa... Freeza Oyako no Gyakushuu ,1991-11-27T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=543396,48
118,119,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/119,The Mysterious Youth,フリーザはボクが倒す…悟空を待つ謎の少年,Freeza wa Boku ga Taosu... Gokuu wo Matsu Nazo no Shounen ,1991-12-04T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=592185,47
119,120,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/120,Another Super Saiyan?,フリーザを一刃両断！！もう一人の超サイヤ人,Freeza wo Ittou Ryoudan!! Mou Hitori no Super Saiyajin ,1991-12-11T00:00:00+00:00,4.7,False,False,https://myanimelist.net/forum/?topicid=608555,55
120,121,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/121,Welcome Back Goku,オッス！！ひさしぶり…帰って来た孫悟空,Ossu!! Hisashiburi... Kaettekita Son Gokuu ,1991-12-18T00:00:00+00:00,4.7,False,False,https://myanimelist.net/forum/?topicid=608561,45
121,122,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/122,Mystery Revealed,ボクの父はベジータです…謎の少年の告白,Boku no Chichi wa Vegeta desu... Nazo no Shounen no Kokuhaku ,1992-01-15T00:00:00+00:00,4.8,False,False,https://myanimelist.net/forum/?topicid=265674,55
122,123,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/123,Goku's Special Technique,悟空の新必殺技！？見てくれ、オラの瞬間移動,"Gokuu no Shin Hissatsu Waza!? Mitekure, Ora no Shunkan Idou ",1992-01-22T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=618561,42
123,124,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/124,Z Warriors Prepare,こえてやる…悟空を！！戦闘民族サイヤ人の王,Koeteyaru...Gokuu wo!! Sentou Minzoku Saiyajin no Ou ,1992-01-29T00:00:00+00:00,4.4,True,False,https://myanimelist.net/forum/?topicid=618573,42
124,125,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/125,Goku's Ordeal,免許皆伝？悟空の新たなる試練,Menkyo Kaiden? Gokuu no Aratanaru Shiren ,1992-02-05T00:00:00+00:00,4.5,True,False,https://myanimelist.net/forum/?topicid=693961,57
125,126,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/126,The Androids Appear,気配を持たぬ殺人鬼どいつが人造人間だ！？,Kehai wo Motanu Satsujinki Doitsu ga Jinzou Ningen da!? ,1992-02-12T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=693963,40
126,127,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/127,A Handy Trick,冷血２０号の悪逆非道！！悟空・怒りの超変身,Reiketsu Nijuugou no Akugyaku Hidou!! Gokuu: Ikari no Chouhenshin ,1992-02-19T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=693975,42
127,128,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/128,Double Trouble for Goku,悟空、ダブルショック！！病と敵のはさみ撃ち,"Gokuu, Double Shock!! Yamai to Teki no Hasamiuchi ",1992-02-26T00:00:00+00:00,4.2,False,False,https://myanimelist.net/forum/?topicid=629573,39
128,129,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/129,Upgrade to Super Saiyan,ベジータ強し！！目覚める超サイヤ人の血,Vegeta Tsuyoshi!! Mezameru Super Saiyajin no Chi ,1992-03-04T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=693989,50
129,130,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/130,The Secret of Dr. Gero,２０号の不敵な笑い…ドクターゲロの秘密,20-gou no Futeki na Warai... Doctor Gero no Himitsu ,1992-03-11T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=693999,46
130,131,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/131,More Androids?!,事実は未来より恐ろしい！？トランクスの疑惑,Jijitsu wa Mirai yori Osoroshii!? Torankusu no Giwaku ,1992-03-18T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694007,38
131,132,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/132,Follow Dr. Gero,追撃！！ドクターゲロ謎の研究所を探し出せ,Tsuigeki!! Doctor Gero Nazo no Kenkyuujo wo Sagashidase ,1992-03-25T00:00:00+00:00,4.3,False,False,https://myanimelist.net/forum/?topicid=694013,39
132,133,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/133,Nightmare Comes True,そして恐怖が現実に…目覚める１７号と１８号！！,Soshite Kyoufu ga Genjitsu ni... Mezameru 17-gou to 18-gou!! ,1992-04-01T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=694017,39
133,134,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/134,Goku's Assassin,すべてが手遅れか！？悟空を殺す最終兵器,Subete ga Teokure ka!? Gokuu wo Korosu Saishuu Heiki ,1992-04-08T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=629609,36
134,135,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/135,Deadly Beauty,カワイイ顔で超パワー！？１８号に死角なし,Kawaii Kao de Chou Power!? 18-gou ni Shikaku Nashi ,1992-04-15T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694025,43
135,136,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/136,No Match for the Androids,誰にも奴らを止められない…Ｚ戦士全滅か！？,Dare nimo Yatsura wo Tomerarenai... Z Senshi Zenmetsu ka!? ,1992-04-22T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=694033,33
136,137,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/137,Last Ditch Effort,ピッコロの決意！！とっておきの最後の手段,Pikkolo no Ketsui!! Totteoki no Saigo no Shudan ,1992-04-29T00:00:00+00:00,4.3,False,False,https://myanimelist.net/forum/?topicid=694047,33
137,138,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/138,Closing In,歩く超破壊兵器！！人造人間が悟空に迫る,Aruku Chouhakai Heiki!! Jinzou Ningen ga Gokuu ni Semaru ,1992-05-06T00:00:00+00:00,4.3,False,False,https://myanimelist.net/forum/?topicid=694059,33
138,139,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/139,Unwelcome Discovery,不吉な予感！ブルマが知らせたミステリー,Fukitsu na Yokan! Bulma ga Shiraseta Mystery ,1992-05-13T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=694067,39
139,140,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/140,Seized with Fear,邪悪の卵を発見！！恐怖するトランクス,Jaaku no Tamago wo Hakken!! Kyoufu Suru Trunks ,1992-05-20T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=694073,38
140,141,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/141,The Reunion,かつてない敵に向けて…超ナメック星人誕生！！,Katsutenai Teki ni Mukete... Super Namekseijin Tanjou!! ,1992-05-27T00:00:00+00:00,4.7,False,False,https://myanimelist.net/forum/?topicid=694083,43
141,142,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/142,Borrowed Powers,カメハメ波！？悟空の気を持つモンスター,Kamehameha!? Gokuu no Ki wo Motsu Monster ,1992-06-03T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694089,37
142,143,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/143,His Name is Cell,憎悪と破壊の生命体！！奴の名は人造人間セル,Zouo to Hakai no Seimeitai!! Yatsu no Na wa Jinzou Ningen Cell ,1992-06-10T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=694107,39
143,144,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/144,Piccolo's Folly,ピッコロ痛恨の大失敗！セルが街に放たれた！,Pikkolo Tsuukon no Daishippai! Cell ga Machi ni Hanatareta! ,1992-06-17T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694109,32
144,145,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/145,Laboratory Basement,セル誕生の秘密！研究所の地下に何がある！？,Cell Tanjou no Himitsu! Kenkyuujo no Chika ni Nani ga Aru!? ,1992-06-24T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=694117,41
145,146,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/146,Our Hero Awakes,悟空闘いへの目覚め！超サイヤ人を超えろ！！,Gokuu Tatakai e no Mezame! Super Saiyajin wo Koero!! ,1992-07-01T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694119,35
146,147,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/147,Time Chamber,修行を急げサイヤ人！精神と時の部屋で…,Shugyou wo Isoge Saiyajin! Seishin to Toki no Heya de... ,1992-07-08T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694123,38
147,148,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/148,The Monster is Coming,天を裂く激烈光弾！！ピッコロＶＳ人造人間１７号,Ten wo Saku Gekiretsu Koudan!! Pikkoro vs Jinzou Ningen 17-gou ,1992-07-15T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=694129,30
148,149,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/149,He's Here,この日を待っていた！！セル・完全体への序曲,Kono Hi wo Matte Ita!! Cell Kanzentai eno Jokyoku ,1992-07-22T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694133,30
149,150,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/150,Up to Piccolo,捨て身の反撃及ばず！ピッコロ燃え尽きる！！,Sutemi no Hangeki Oyobazu! Pikkolo Moetsukiru!! ,1992-07-29T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694143,38
150,151,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/151,Silent Warrior,残された唯一の望み…無言の戦士１６号立つ！！,Nokosareta Yuiitsu no Nozomi... Mugon no Senshi 16-gou Tatsu!! ,1992-08-05T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=609955,40
151,152,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/152,"Say Goodbye, 17",１７号を飲み込んだ…変身セルは超グルメ,17-gou wo Nomikonda... Henshin Cell wa Chou Gurume ,1992-08-12T00:00:00+00:00,4.7,False,False,https://myanimelist.net/forum/?topicid=610023,48
152,153,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/153,Sacrifice,明日はオメエを叩きのめす！！悟空の挑戦状,Ashita wa Omee wo Tatakinomesu!! Gokuu no Chousenjou ,1992-08-19T00:00:00+00:00,4.7,False,False,https://myanimelist.net/forum/?topicid=694163,34
153,154,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/154,Saiyans Emerge,全てオレが片付ける！！新生ベジータ親子出撃,Subete Ore ga Katazukeru!! Shinsei Vegeta Oyako Shutsugeki ,1992-08-26T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694167,33
154,155,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/155,Super Vegeta,いきなり全開！！光り輝くベジータの超パワー,Ikinari Zenkai!! Hikarikagayaku Vegeta no Chou Power ,1992-09-02T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694171,33
155,156,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/156,Bow to the Prince,セルよひざまずけ！オレは超ベジータだ！！,Cell yo Hizamazuke! Ore wa Super Vegeta da!! ,1992-09-09T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694173,39
156,157,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/157,Hour of Temptation,危険なプライド！！完全体セルへの挑戦,Kiken na Pride!! Kanzentai Cell e no Chousen ,1992-09-16T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=694177,37
157,158,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/158,Krillin's Decision,オレ悩んじゃう！！クリリンの１８号破壊工作,Ore Nayanjau!! Kuririn no 18-gou Hakai Kousaku ,1992-09-23T00:00:00+00:00,4.3,False,False,https://myanimelist.net/forum/?topicid=694181,38
158,159,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/159,The Last Defense,全宇宙に衝撃！！セル、完全体へ驚異の進化,"Zenuchuu ni Shougeki!! Cell, Kanzentai e Kyoui no Shinka ",1992-09-30T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=694183,41
159,160,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/160,Cell is Complete,戦闘力無限大！！セルという名の破壊神誕生,Sentouryoku Mugendai!! Cell to Iu Na no Hakaishin Tanjou ,1992-10-14T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=694193,42
160,161,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/161,Vegeta Must Pay,超ベジータ危うし！！完全無欠の恐怖が迫る！！,Super Vegeta Ayaushi!! Kanzen Muketsu no Kyoufu ga Semaru!! ,1992-10-21T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=694327,42
161,162,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/162,Trunks Ascends,超サイヤ人の限界突破！！嵐を呼ぶトランクス,Super Saiyajin no Genkai Toppa!! Arashi wo Yobu Trunks ,1992-10-28T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694333,36
162,163,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/163,Saving Throw,父を救え！！天をも焦がすトランクスの怒り,Chichi wo Sukue!! Ten wo mo Kogasu Trunks no Ikari ,1992-11-04T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=694335,40
163,164,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/164,Ghosts from Tomorrow,絶望の未来！！地獄を生き抜いた男トランクス,Zetsubou no Mirai!! Jigoku wo Ikinuita Otoko Trunks ,1992-11-11T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=694349,35
164,165,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/165,The Cell Games,超トランクスに弱点！！セル、衝撃の爆弾発言,"Super Trunks ni Jakuten!! Cell, Shougeki no Bakudan Hatsugen ",1992-11-18T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=694363,40
165,166,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/166,What is the Tournament?,悟空に迫る大決戦！！新天下一武道会の謎,Gokuu ni Semaru Daikessen!! Shin Tenkaichi Budoukai no Nazo ,1992-11-25T00:00:00+00:00,4.3,False,False,https://myanimelist.net/forum/?topicid=694369,36
166,167,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/167,The Doomsday Broadcast,視聴率１００％！！死を呼ぶセルゲーム独占生放送,Shichouritsu 100%!! Shi wo Yobu Cell Games Dokusen Namahousou ,1992-12-02T00:00:00+00:00,4.3,False,False,https://myanimelist.net/forum/?topicid=694371,36
167,168,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/168,Meet Me in the Ring,悟空と悟飯…ヒーロー親子究極レベルアップ,Gokuu to Gohan... Hero Oyako Kyuukyoku Level-Up ,1992-12-09T00:00:00+00:00,4.6,False,False,https://myanimelist.net/forum/?topicid=694379,36
168,169,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/169,No Worries Here,悟空の余裕！？休んで待とうセルゲーム,Gokuu no Yoyuu!? Yasunde Matou Cell Games ,1992-12-16T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=694381,34
169,170,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/170,A Girl Named Lime,戦士の休息…少女と嘘と悟飯の決意,Senshi no Kyuusoku... Shoujo to Uso to Gohan no Ketsui ,1993-01-13T00:00:00+00:00,4.4,True,False,https://myanimelist.net/forum/?topicid=694383,37
170,171,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/171,Memories of Gohan,秘められた力！！悟飯が赤ン坊だった頃,Himerareta Chikara!! Gohan ga Akanbou datta Koro ,1993-01-20T00:00:00+00:00,4.3,True,False,https://myanimelist.net/forum/?topicid=694391,37
171,172,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/172,A New Guardian,神様を探し出せ！！悟空、大瞬間移動,"Kamisama wo Sagashidase!! Gokuu, Dai Shunkan Idou ",1993-01-27T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=694393,35
172,173,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/173,Dende's Dragon,デンデの初仕事！！ドラゴンボール復活だ,Dende no Hatsu Shigoto!! Dragon Ball Fukkatsu da ,1993-02-03T00:00:00+00:00,4.5,False,False,https://myanimelist.net/forum/?topicid=694441,33
173,174,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/174,The Puzzle of General Tao,悟空に難問！？神龍球をとり戻せ,Gokuu ni Nanmon!? Dragon Balls wo Torimodose ,1993-02-10T00:00:00+00:00,4.3,True,False,https://myanimelist.net/forum/?topicid=694445,35
174,175,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/175,The Games Begin,セルに挑む者たち！！決戦の幕開け,Cell ni Idomu Mono-tachi!! Kessen no Makuake ,1993-02-17T00:00:00+00:00,4.4,False,False,https://myanimelist.net/forum/?topicid=694451,36
175,176,https://myanimelist.net/anime/813/Dragon_Ball_Z/episode/176,Losers Fight First,ちょっと待った！！サタン軍団大暴れ,Chotto Matta!! Satangundan Daiabare ,1993-03-03T00:00:00+00:00,3.9,False,False,https://myanimelist.net/forum/?topicid=694455,38
